,Customer Satisfaction,Incentive
0,-1.4653952621982342,1.8959725576095856
1,-0.9996565044278545,1.6036778463529833
2,-1.795267554056794,0.05878519443089614
3,1.7480162235645151,5.568288283724116
4,1.0712751711499147,3.0264257904685046
5,-0.8648271573535391,3.2218266584506625
6,1.2689497062954471,4.20297433227614
7,-1.461527844504579,0.5294798230105352
8,1.543607709412134,4.398001072944741
9,-0.537933624228609,1.6641947975585192
10,-0.3612534043498963,0.6851404210176203
11,0.011287094159604383,0.6049700498754795
12,-2.2305927387225006,1.3421955830741732
13,2.7146997409443205,8.057229289042146
14,0.47232663447223633,2.7857598869015634
15,-2.5521390649384994,2.658843790349214
16,1.1030152244460254,5.291713418851237
17,0.10577968245827485,2.3491168257623647
18,-0.6777043490317927,2.4265229110610838
19,2.796458972153774,9.10551643377023
20,-2.3849713866862094,1.2947227200441722
21,-0.633472824274437,2.08902070745578
22,-1.5801257376402589,-0.23544380105262586
23,-1.5377999746684996,1.2759815549457887
24,2.900969749483653,10.682658806320653
25,-0.24763373469426586,1.495869836482987
26,2.7859021443120904,10.697229445646393
27,-0.7448936015280063,1.7932148084056876
28,-1.2214223896426712,2.076881595154939
29,0.20563667363966154,2.1635808300162536
30,-1.74612889440939,2.176628555095343
31,1.5178616074397082,5.356361310296406
32,-0.1952938156117856,-0.6785365915688013
33,-0.4773993136647934,2.316199525157779
34,-1.9411692087303294,3.105356887359555
35,-2.3698267096995433,1.5121990943471455
36,2.1607986767831715,6.735749276429426
37,-2.084675112061851,1.3574223797136884
38,2.570883835957641,8.700482127057558
39,-2.93091550026729,1.6301859430835746
40,-2.9359427561151854,3.1721627417833407
41,-2.1370582215956135,1.4027840627719195
42,-2.651196726821663,1.6403518942256323
43,0.9579234300187136,4.066482932069487
44,0.21019476402635906,3.2209531882298172
45,2.3672065799056368,8.252260155212264
46,2.948946430356271,10.557021350732576
47,-1.921548773895827,1.1656464537162508
48,-2.8992956171969566,2.1180458742413295
49,0.7101035850376496,3.2872693102917725
50,-2.285241242377753,2.3903036079245052
51,1.6369982622638908,6.576417583122461
52,-2.7207245758768903,2.4879182613380864
53,0.3793347878521436,0.4090381644544494
54,1.2691117452874323,3.8562801615530775
55,-0.48489150039479023,2.1291787985596375
56,-0.6446065950524655,1.421495929627461
57,2.0366424001857073,7.440126073542479
58,2.064448222386452,6.482488138885231
59,1.533859474953572,3.667414027259916
60,0.9333069596028345,2.6623046347166346
61,-0.3017436462856198,1.0945929605942495
62,2.3416753660409944,7.41536781775451
63,0.17601188309947435,1.567613024148208
64,1.9529288525952966,6.070853242366347
65,-1.839409483105752,1.2130704763344415
66,0.10534950301450241,0.12760657592568148
67,0.6438043437925023,2.067174067141147
68,-1.0774517606314096,0.9657242949884264
69,-0.19059264919329832,1.5492625723300375
70,0.6213173860428434,4.174863509545174
71,2.1439074249069554,8.695656812360356
72,0.6461098293420258,3.591769117865896
73,0.6411323796542403,1.6925454300065517
74,-0.8769748178829886,0.7457710484722992
75,-1.0194017732786949,2.2755510167221313
76,-2.7423877798265472,1.4657839243400368
77,-0.7078747173372872,3.060030074965703
78,2.7618875123596283,9.302288471014817
79,-0.9245894204296223,0.30929221193449197
80,2.2123655859699145,7.450003845478507
81,2.0147128568722144,5.595451570341425
82,-0.29066819526260756,0.5803267228713824
83,-2.349871582985017,2.693651049864434
84,-2.262524952072526,0.6143617655650695
85,-0.9105036488503098,2.8005757468061647
86,2.210265176696444,7.023098635776391
87,-2.2054465435479456,0.016335052135038275
88,0.6395365155518338,2.8932063180751486
89,-1.5286179914651579,1.150206987598886
90,-0.4186419463319062,0.5214562705508745
91,-1.9406134761768425,1.248598831555947
92,-1.8876311409821336,1.6925241067013106
93,-2.7959010548751504,2.8908385038378315
94,-1.0909882375171907,1.0179562584453015
95,2.372211952382945,7.009884003949984
96,0.33745107631250093,2.0450962423245094
97,1.892477727953242,6.715076371685836
98,2.3760971323090887,7.16376198955067
99,-2.33718446032578,1.8000449987791485
